,item_id,amount,currency,location,Kateqoriya,Mərtəbə,Sahə,Otaq sayı,Çıxarış,İpoteka,Təmir,Torpaq sahəsi,Binanın növü
7109,5237582,1200,AZN,"['ASAN Xidmət №1', 'Tibb Universiteti', 'Nəsimi r.']",Yeni tikili,10 / 18,105 m²,2.0,,,var,,
7110,5235143,410000,AZN,"['ASAN Xidmət №1', 'Tibb Universiteti', 'Nəsimi r.']",Yeni tikili,6 / 16,171 m²,4.0,var,,var,,
7111,5219911,133000,AZN,"['Ayna Sultanova heykəli', 'Nərimanov r.']",Köhnə tikili,2 / 5,55 m²,2.0,var,var,var,,
7112,5155349,1000000,AZN,"['Səbail r.', 'Badamdar q.']",Həyət evi/Bağ evi,,500 m²,9.0,var,,var,4.5 sot,
7113,5058324,200,AZN,"['Sea Breeze', 'Sabunçu r.', 'Nardaran q.']",Yeni tikili,2 / 4,60 m²,1.0,,,var,,
7114,5153633,130000,AZN,"['Elmlər Akademiyası m.', 'Yasamal r.']",Köhnə tikili,5 / 5,32.1 m²,1.0,var,,var,,
7115,5186731,149000,AZN,"['Yasamal bazarı', 'ASAN Xidmət №3', 'İnşaatçılar m.', 'Yasamal r.']",Yeni tikili,5 / 14,52 m²,2.0,yoxdur,,var,,
7116,5235327,1400,AZN,"['Şah İsmayıl Xətai m.', 'Xətai r.']",Yeni tikili,10 / 16,80 m²,2.0,,,var,,
7117,5235244,3500,AZN,"['Xəzər r.', 'Mərdəkan q.']",Həyət evi/Bağ evi,,300 m²,3.0,,,var,4 sot,
7118,5162966,269000,AZN,"['Dərnəgül m.', 'Binəqədi r.', '7-ci mikrorayon q.']",Yeni tikili,7 / 17,105 m²,4.0,var,var,var,,
7119,5084958,278000,AZN,"['Memar Əcəmi m.', 'Nəsimi r.', '20 Yanvar m.']",Yeni tikili,7 / 18,110 m²,3.0,yoxdur,,var,,
7120,5027238,158000,AZN,"['Nəriman Nərimanov m.', 'Nərimanov r.']",Yeni tikili,8 / 16,58.5 m²,2.0,yoxdur,,yoxdur,,
7121,5234950,510000,AZN,"['Xətai r.', 'Ağ şəhər q.', 'Ağ şəhər']",Yeni tikili,3 / 7,84 m²,2.0,yoxdur,,var,,
7122,5233132,1350,AZN,"['Bakı Slavyan Universiteti', '28 May m.', 'Azərbaycan Dillər Universiteti', 'Azərbaycan Dövlət Neft və Sənaye Universiteti', 'Nəsimi r.']",Yeni tikili,5 / 20,70 m²,2.0,,,var,,
7123,5209438,2100000,AZN,"['Nəriman Nərimanov parkı', 'Rəssamlıq Akademiyası', 'Nəriman Nərimanov m.', 'Nərimanov r.']",Obyekt,,200 m²,,var,,var,,
7124,5231894,185000,AZN,"['Yasamal bazarı', 'ASAN Xidmət №3', 'Elmlər Akademiyası m.', 'İnşaatçılar m.', 'Yasamal r.']",Yeni tikili,7 / 17,65 m²,2.0,var,var,var,,
7125,5208014,230000,AZN,"['Gənclik m.', 'Respublika stadionu', 'Nərimanov r.']",Köhnə tikili,2 / 6,70 m²,3.0,var,,var,,
7126,5189581,260000,AZN,"['Qara Qarayev m.', 'Nizami r.', '8-ci kilometr q.']",Yeni tikili,2 / 16,127 m²,4.0,yoxdur,,yoxdur,,
7127,4926480,230000,AZN,"['Memar Əcəmi m.', 'Binəqədi r.', '9-cu mikrorayon q.']",Yeni tikili,4 / 6,135 m²,3.0,yoxdur,,yoxdur,,
7128,5237143,400,AZN,"['Abşeron r.', 'Masazır q.']",Yeni tikili,4 / 5,57 m²,2.0,,,var,,
7129,4830426,378000,AZN,"['Ağ şəhər', 'ASAN Xidmət №2', 'Xətai r.', 'Ağ şəhər q.']",Yeni tikili,7 / 7,91 m²,3.0,var,,var,,
7130,5234823,30000,AZN,[],Torpaq,,20 sot,,var,,,,
7131,4941227,203000,AZN,"['Koala parkı', 'Nəsimi bazarı', 'Dostluq kinoteatrı', 'Park Zorge', 'Nəsimi r.']",Yeni tikili,13 / 16,55 m²,2.0,yoxdur,,var,,
7132,5208489,295000,AZN,"['Xəzər r.', 'Mərdəkan q.']",Həyət evi/Bağ evi,,140 m²,4.0,var,,var,3.5 sot,
7133,5237984,237000,AZN,"['Həzi Aslanov m.', 'Xətai r.', 'Həzi Aslanov q.']",Yeni tikili,4 / 17,104 m²,3.0,var,var,var,,
7134,4352200,470000,AZN,"['Elmlər Akademiyası m.', 'Yasamal r.', 'Yasamal q.']",Yeni tikili,13 / 18,135 m²,3.0,var,var,var,,
7135,5236279,169000,AZN,"['İnşaatçılar m.', 'Yasamal r.', 'Yeni Yasamal q.']",Yeni tikili,17 / 17,88.8 m²,3.0,var,var,var,,
7136,5234692,750,AZN,"['İnşaatçılar m.', 'Yasamal r.', 'Yasamal q.']",Köhnə tikili,5 / 9,90 m²,3.0,,,var,,
7137,4928621,135000,AZN,"['Dövlət İdarəçilik Akademiyası', 'Prezident parkı', 'Axundov bağı', 'Filarmoniya bağı', 'İçəri Şəhər m.', 'Nərimanov heykəli', 'Şəlalə parkı', 'İqtisad Universiteti', 'Sovetski', 'Səbail r.']",Obyekt,,60 m²,,var,var,var,,
7138,5146846,900,AZN,"['Azadlıq Prospekti m.', 'Binəqədi r.', '8-ci mikrorayon q.']",Yeni tikili,12 / 20,120 m²,3.0,,,var,,
7139,3023315,290000,AZN,"['Qara Qarayev m.', 'Nizami r.']",Yeni tikili,17 / 17,142 m²,4.0,var,,var,,
7140,5216177,125000,AZN,"['Həzi Aslanov m.', 'Xətai r.', 'Həzi Aslanov q.']",Köhnə tikili,7 / 19,60 m²,3.0,var,,var,,
7141,5235272,150,AZN,"['Memar Əcəmi m.', 'Nəsimi r.', '3-cü mikrorayon q.']",Köhnə tikili,4 / 5,60 m²,2.0,,,var,,
7142,5095150,220000,AZN,"['Azadlıq Prospekti m.', 'Binəqədi r.', '8-ci mikrorayon q.']",Köhnə tikili,9 / 10,105 m²,4.0,var,var,var,,
7143,5235121,40000,AZN,[],Həyət evi/Bağ evi,,70 m²,3.0,var,,var,0.1 sot,
7144,5125590,3000,AZN,"['Sabunçu r.', 'Nardaran q.']",Yeni tikili,4 / 6,75 m²,2.0,,,var,,
7145,5001560,655000,AZN,"['Xəzər r.', 'Mərdəkan q.']",Həyət evi/Bağ evi,,400 m²,6.0,var,,var,7 sot,
7146,5211698,800,AZN,"['Sabunçu r.', 'Bilgəh q.']",Həyət evi/Bağ evi,,100 m²,3.0,,,var,21 sot,
7147,4298978,2100000,AZN,"['Xətai r.', 'Ağ şəhər q.']",Həyət evi/Bağ evi,,1000 m²,10.0,var,var,yoxdur,22 sot,
7148,5213178,215000,AZN,"['Şah İsmayıl Xətai m.', 'Xətai r.']",Yeni tikili,14 / 18,52.3 m²,2.0,yoxdur,,var,,
7149,5237069,840000,AZN,"['Xəzər r.', 'Mərdəkan q.']",Həyət evi/Bağ evi,,280 m²,5.0,var,var,var,10 sot,
7150,5150199,133000,AZN,[],Yeni tikili,8 / 14,90 m²,3.0,var,,var,,
7151,5235553,25000,AZN,['Abşeron r.'],Torpaq,,10 sot,,var,,,,
7152,5237283,150000,AZN,"['Keşlə bazarı', 'Nizami r.', 'Keşlə q.']",Həyət evi/Bağ evi,,120 m²,3.0,var,,yoxdur,1 sot,
7153,5237375,250,AZN,[],Həyət evi/Bağ evi,,150 m²,4.0,,,var,4 sot,
7154,5107427,7000,AZN,"['Xəzər r.', 'Mərdəkan q.']",Həyət evi/Bağ evi,,200 m²,4.0,,,var,5 sot,
7155,5072832,290000,AZN,"['Sabunçu r.', 'Nardaran q.']",Yeni tikili,1 / 1,54 m²,1.0,yoxdur,,var,,
7156,5235047,480,AZN,"['Həzi Aslanov m.', 'Xətai r.', 'Həzi Aslanov q.']",Köhnə tikili,7 / 9,55 m²,2.0,,,var,,
7157,5232222,88000,AZN,"['Sabunçu r.', 'Nardaran q.']",Torpaq,,11 sot,,var,var,,,
7158,5212843,750,AZN,"['Bakı Dövlət Universiteti', 'Elmlər Akademiyası m.', 'Yasamal r.', 'Yasamal q.']",Yeni tikili,2 / 15,90 m²,2.0,,,var,,
7159,5217209,153000,AZN,['Nəsimi r.'],Köhnə tikili,2 / 5,56 m²,2.0,var,,var,,
7160,5234657,415000,AZN,"['Xəzər r.', 'Mərdəkan q.']",Həyət evi/Bağ evi,,220 m²,4.0,var,var,var,6 sot,
7161,5234106,600,AZN,"['8 Noyabr m.', 'Bakı Asiya Universiteti', 'Nəsimi r.']",Köhnə tikili,8 / 9,65 m²,2.0,,,var,,
7162,4733139,176000,AZN,"['Təhsil Nazirliyi', 'Nərimanov r.', 'Nəriman Nərimanov m.']",Yeni tikili,7 / 17,73.6 m²,1.0,yoxdur,,yoxdur,,
7163,5094210,649000,AZN,"['Ağ şəhər', 'Xətai r.', 'Ağ şəhər q.']",Yeni tikili,16 / 20,120 m²,3.0,yoxdur,,var,,
7164,5219684,8000,AZN,"['Sabunçu r.', 'Nardaran q.']",Torpaq,,25 sot,,var,var,,,
7165,5096940,404000,AZN,"['Zabitlər parkı', 'Sirk', 'Rusiya səfirliyi', 'Sevil Qazıyeva parkı', 'Nizami m.', 'Nəsimi r.']",Yeni tikili,15 / 15,205 m²,4.0,var,var,yoxdur,,
7166,5237647,1150,AZN,"['Nəriman Nərimanov m.', 'Bakmil m.', 'Nərimanov r.']",Yeni tikili,15 / 18,100 m²,2.0,,,var,,
7167,4687766,335000,AZN,"['Şah İsmayıl Xətai m.', 'Xətai r.']",Yeni tikili,15 / 18,128 m²,3.0,var,,var,,
7168,5200814,4000,AZN,"['Nərimanov heykəli', 'Sovetski', 'Texniki Universiteti', 'Hüseyn Cavid parkı', 'Space TV', 'Elmlər Akademiyası m.', 'Yasamal r.']",Obyekt,,170 m²,,,,yoxdur,,
7169,5201277,198000,AZN,['Xətai r.'],Yeni tikili,14 / 18,81 m²,2.0,yoxdur,,yoxdur,,
7170,5235197,450,AZN,"['Sabunçu r.', 'Zabrat q.']",Obyekt,,40 m²,,,,,,
7171,5064599,176666,AZN,"['Neftçilər m.', 'Nizami r.']",Yeni tikili,12 / 16,100 m²,2.0,var,,yoxdur,,
7172,5235898,260000,AZN,"['Səbail r.', 'Badamdar q.']",Yeni tikili,2 / 18,155 m²,3.0,yoxdur,,yoxdur,,
7173,5237889,155000,AZN,"['Dərnəgül m.', 'Binəqədi r.', '7-ci mikrorayon q.']",Yeni tikili,10 / 10,51 m²,2.0,var,,var,,
7174,5078405,1100000,AZN,"['28 May m.', 'Şərq bazarı', 'Nəsimi r.']",Obyekt,,155 m²,,var,,var,,
7175,5237675,650,AZN,"['Neftçilər m.', 'Nizami r.']",Yeni tikili,2 / 5,65 m²,3.0,,,var,,
7176,5151573,163000,AZN,"['Azadlıq Prospekti m.', 'Binəqədi r.']",Köhnə tikili,3 / 9,65 m²,2.0,var,,var,,
7177,5235303,500,AZN,"['Həzi Aslanov m.', 'Xətai r.', 'Əhmədli q.']",Köhnə tikili,3 / 5,66 m²,2.0,,,var,,
7178,4861593,375000,AZN,"['Azadlıq Prospekti m.', 'Binəqədi r.', '8-ci mikrorayon q.']",Yeni tikili,13 / 14,165 m²,3.0,var,var,var,,
7179,5147945,4000,AZN,"['Xəzər r.', 'Mərdəkan q.']",Həyət evi/Bağ evi,,250 m²,4.0,,,var,8 sot,
7180,5150409,355000,AZN,"['Bakı Slavyan Universiteti', 'Azərbaycan Dillər Universiteti', '28 May m.', 'Nəsimi r.']",Yeni tikili,14 / 16,135 m²,3.0,var,var,var,,
7181,5136199,380000,AZN,"['Xəzər r.', 'Mərdəkan q.']",Həyət evi/Bağ evi,,160 m²,4.0,var,,var,4 sot,
7182,3818929,425340,AZN,"['Nəsimi bazarı', 'Koala parkı', 'Park Zorge', 'Dostluq kinoteatrı', 'Nəsimi r.']",Yeni tikili,16 / 16,125.1 m²,3.0,var,var,yoxdur,,
7183,5214132,1300,AZN,"['ASAN Xidmət №3', 'Elmlər Akademiyası m.', 'Yasamal r.']",Yeni tikili,15 / 18,85 m²,2.0,,,var,,
7184,5042668,70000,AZN,"['Xəzər r.', 'Mərdəkan q.']",Torpaq,,3 sot,,yoxdur,,,,
7185,5107662,155000,AZN,"['Ukrayna dairəsi', 'Həzi Aslanov m.', 'Əhmədli m.', 'Xətai r.']",Yeni tikili,20 / 21,80 m²,2.0,var,var,yoxdur,,
7186,5236698,3500,AZN,"['Ağ şəhər', 'ASAN Xidmət №2', 'Xətai r.', 'Ağ şəhər q.']",Yeni tikili,5 / 20,160 m²,3.0,,,var,,
7187,5179776,1000000,AZN,"['M.Hüseynzadə parkı', 'İzmir parkı', 'Sevil Qazıyeva parkı', 'Nizami m.', 'Yasamal r.']",Obyekt,,143 m²,,var,var,var,,
7188,5131172,163000,AZN,"['Binə atçılıq mərkəzi', 'Xəzər r.', 'Binə q.']",Həyət evi/Bağ evi,,120 m²,3.0,var,var,var,4 sot,
7189,5237258,156000,AZN,"['Xətai r.', 'Əhmədli q.']",Yeni tikili,14 / 17,64 m²,2.0,var,,var,,
7190,5224041,455000,AZN,"['Nizami m.', 'Beşmərtəbə', 'Nəsimi r.']",Yeni tikili,6 / 17,143 m²,3.0,var,,var,,
7191,5236643,27000,AZN,[],Torpaq,,4.3 sot,,var,,,,
7192,4917656,365000,AZN,"['Binəqədi r.', '7-ci mikrorayon q.']",Torpaq,,6 sot,,var,,,,
7193,5236963,1300000,AZN,"['Xəzər r.', 'Mərdəkan q.']",Həyət evi/Bağ evi,,1500 m²,11.0,var,,var,46 sot,
7194,5151668,1050,AZN,"['Tibb Universiteti', 'ASAN Xidmət №1', 'Nəsimi bazarı', 'Nəsimi r.']",Yeni tikili,8 / 10,70 m²,2.0,,,var,,
7195,5235102,1250,AZN,"['Nəriman Nərimanov m.', 'Nəriman Nərimanov parkı', 'Nərimanov r.']",Yeni tikili,10 / 16,120 m²,3.0,,,var,,
7196,5056803,1880000,AZN,"['Xəzər r.', 'Şüvəlan q.']",Həyət evi/Bağ evi,,800 m²,6.0,var,,var,17 sot,
7197,5236471,650,AZN,"['Bakı Dövlət Universiteti', 'Elmlər Akademiyası m.', 'Yasamal r.']",Yeni tikili,16 / 17,75 m²,2.0,,,var,,
7198,5144223,238000,AZN,"['Tibb Universiteti', 'Nəsimi r.']",Yeni tikili,4 / 17,60 m²,2.0,yoxdur,,var,,
7199,5204972,119000,AZN,"['Binəqədi r.', 'Biləcəri q.']",Köhnə tikili,3 / 5,80 m²,3.0,var,,var,,
7200,2674005,1700000,AZN,"['Şah İsmayıl Xətai m.', 'Xətai r.']",Yeni tikili,8 / 27,470 m²,6.0,var,,,,
7201,5235935,248000,AZN,"['Səbail r.', 'Badamdar q.']",Yeni tikili,8 / 18,110 m²,3.0,var,var,yoxdur,,
7202,5235221,300,AZN,['Xətai r.'],Yeni tikili,1 / 1,44 m²,1.0,,,var,,
7203,5158207,707000,AZN,"['Ağ şəhər', 'Xətai r.', 'Ağ şəhər q.']",Yeni tikili,7 / 8,186 m²,4.0,var,,yoxdur,,
7204,5235951,1500,AZN,"['Nəsimi bazarı', 'Tibb Universiteti', 'ASAN Xidmət №1', 'Park Zorge', 'Nəsimi r.']",Yeni tikili,7 / 16,110 m²,3.0,,,var,,
7205,5236486,480000,AZN,[],Obyekt,,300 m²,,var,,yoxdur,,
7206,5208133,194000,AZN,['Nəsimi r.'],Yeni tikili,10 / 14,50 m²,2.0,var,var,var,,
7207,5237509,700,AZN,"['20 Yanvar m.', 'Yasamal r.']",Yeni tikili,14 / 20,50 m²,2.0,,,var,,
7208,5236436,650000,AZN,"['Abşeron r.', 'Hökməli q.']",Obyekt,,3800 m²,,var,var,var,,
7209,5127054,140000,AZN,"['Abşeron r.', 'Novxanı q.']",Həyət evi/Bağ evi,,120 m²,4.0,var,,var,4 sot,
7210,5234392,200,AZN,"['Nizami m.', 'Beşmərtəbə', 'Yasamal r.', 'Yasamal q.']",Köhnə tikili,3 / 3,55 m²,2.0,,,yoxdur,,
7211,5234634,3500000,AZN,"['Gənclik m.', 'Nərimanov r.']",Həyət evi/Bağ evi,,400 m²,5.0,var,,var,10 sot,
7212,5151680,207000,AZN,['Səbail r.'],Yeni tikili,14 / 17,65 m²,2.0,var,var,var,,
7213,5226106,600000,AZN,"['Qara Qarayev m.', 'Nizami r.']",Həyət evi/Bağ evi,,600 m²,6.0,var,,var,12 sot,
7214,5211291,335000,AZN,"['Azadlıq Prospekti m.', '8-ci mikrorayon q.', 'Binəqədi r.']",Yeni tikili,16 / 18,133 m²,4.0,yoxdur,,var,,
7215,5158042,300000,AZN,"['Azadlıq meydanı', 'Pedaqoji Universiteti', 'Səməd Vurğun parkı', '28 May m.', 'Sahil m.', 'Səbail r.']",Köhnə tikili,4 / 9,90 m²,3.0,var,,var,,
7216,5235364,800,AZN,"['Şah İsmayıl Xətai m.', 'Xətai r.']",Yeni tikili,6 / 16,75 m²,2.0,,,var,,
7217,4874159,850000,AZN,"['Ağ şəhər', 'ASAN Xidmət №2', 'Xətai r.', 'Ağ şəhər q.']",Yeni tikili,5 / 7,215 m²,4.0,var,,var,,
7218,5236885,200000,AZN,"['Bakı Slavyan Universiteti', 'Azərbaycan Dillər Universiteti', '28 May m.', 'Nəsimi r.']",Yeni tikili,8 / 16,50 m²,2.0,var,var,var,,
7219,4932278,85000,AZN,"['Həzi Aslanov m.', 'Xətai r.', 'Həzi Aslanov q.']",Yeni tikili,12 / 13,44 m²,1.0,yoxdur,,yoxdur,,
7220,5108858,330000,AZN,"['Nəriman Nərimanov m.', 'Nəriman Nərimanov parkı', 'Nərimanov r.']",Yeni tikili,12 / 16,103 m²,3.0,yoxdur,,var,,
7221,5210535,2500,AZN,"['Sabunçu r.', 'Pirşağı q.']",Həyət evi/Bağ evi,,200 m²,4.0,,,var,9 sot,
7222,5219158,264000,AZN,"['Azadlıq Prospekti m.', 'Binəqədi r.', '8-ci mikrorayon q.']",Yeni tikili,6 / 13,110 m²,3.0,yoxdur,,yoxdur,,
7223,5191947,275000,AZN,"['Qara Qarayev m.', 'Nizami r.', '8-ci kilometr q.']",Yeni tikili,5 / 14,92 m²,3.0,yoxdur,,var,,
7224,5157528,130000,AZN,"['Yasamal r.', 'Yeni Yasamal q.']",Yeni tikili,9 / 19,58 m²,2.0,var,,var,,
7225,5197938,6900,AZN,"['Sea Breeze', 'Sabunçu r.', 'Nardaran q.']",Yeni tikili,1 / 6,82.2 m²,2.0,,,var,,
7226,5156136,90000,AZN,"['20 Yanvar m.', 'Yasamal r.', 'Yasamal q.']",Yeni tikili,12 / 20,30.4 m²,1.0,var,,yoxdur,,
7227,5237043,15000,AZN,"['Xəzər r.', 'Mərdəkan q.']",Həyət evi/Bağ evi,,300 m²,5.0,,,var,3 sot,
7228,5235039,1400,AZN,"['Şah İsmayıl Xətai m.', 'Xətai r.']",Yeni tikili,10 / 16,80 m²,2.0,,,var,,
7229,4673361,310000,AZN,"['Xəzər r.', 'Mərdəkan q.']",Həyət evi/Bağ evi,,200 m²,4.0,var,,var,5 sot,
7230,4891943,80000,AZN,"['Qaradağ r.', 'Lökbatan q.']",Həyət evi/Bağ evi,,100 m²,3.0,var,,var,2 sot,
7231,5235450,65000,AZN,"['Abşeron r.', 'Fatmayı q.']",Torpaq,,8 sot,,var,var,,,
7232,5007732,177000,AZN,"['Tibb Universiteti', 'ASAN Xidmət №1', 'Nəsimi r.']",Köhnə tikili,4 / 6,40 m²,1.0,var,,var,,
7233,5222330,235000,AZN,"['Ayna Sultanova heykəli', 'Nərimanov r.']",Köhnə tikili,9 / 10,105 m²,4.0,var,var,var,,
7234,5179877,660000,AZN,"['Xəzər r.', 'Şüvəlan q.']",Torpaq,,24 sot,,var,,,,
7235,5217895,10000,AZN,"['Abşeron r.', 'Novxanı q.']",Torpaq,,1.2 sot,,yoxdur,,,,
7236,5235893,800,AZN,"['Nəriman Nərimanov m.', 'Nərimanov r.']",Yeni tikili,9 / 17,86 m²,2.0,,,var,,
7237,4463832,236500,AZN,"['ASAN Xidmət №1', 'Neftçi bazası', '8 Noyabr m.', 'Nərimanov r.']",Yeni tikili,3 / 11,74 m²,3.0,var,,var,,
7238,5237199,185000,AZN,"['Qara Qarayev m.', 'Nizami r.']",Köhnə tikili,2 / 5,80 m²,3.0,var,,var,,
7239,5181349,600000,AZN,"['Təhsil Nazirliyi', 'Gənclik m.', 'Nərimanov r.']",Yeni tikili,6 / 15,176 m²,4.0,var,,var,,
7240,5075373,365000,AZN,"['Elmlər Akademiyası m.', 'Hüseyn Cavid parkı', 'Yasamal r.']",Yeni tikili,9 / 17,91 m²,3.0,var,,var,,
7241,5045103,155000,AZN,"['Azadlıq Prospekti m.', 'Dərnəgül m.', 'Binəqədi r.', '7-ci mikrorayon q.']",Yeni tikili,8 / 17,55 m²,2.0,var,var,var,,
7242,5220359,240000,AZN,"['Nəriman Nərimanov m.', 'Nərimanov r.']",Köhnə tikili,6 / 9,80 m²,3.0,var,,var,,
7243,5237998,268000,AZN,"['İnşaatçılar m.', 'Yasamal r.', 'Yeni Yasamal q.']",Yeni tikili,10 / 18,134 m²,3.0,yoxdur,,var,,
7244,5235781,158000,AZN,"['Binəqədi r.', '7-ci mikrorayon q.']",Köhnə tikili,5 / 5,60 m²,3.0,var,var,var,,
7245,4835982,5000,AZN,"['Xəzər r.', 'Mərdəkan q.']",Həyət evi/Bağ evi,,350 m²,6.0,,,var,9 sot,
7246,5237871,2000,AZN,"['Grand Hayat Residence', '8 Noyabr m.', 'Nəsimi r.']",Yeni tikili,12 / 27,155 m²,3.0,,,var,,
7247,5150136,230000,AZN,"['Gənclik m.', 'Respublika stadionu', 'Nərimanov r.']",Yeni tikili,6 / 18,68 m²,2.0,yoxdur,,var,,
7248,5235190,550000,AZN,"['Grand Hayat Residence', '8 Noyabr m.', 'Nəsimi r.']",Yeni tikili,11 / 17,180 m²,4.0,var,var,var,,
7249,5201990,237000,AZN,"['Gənclik m.', 'Respublika stadionu', 'Nərimanov r.']",Yeni tikili,6 / 10,75 m²,3.0,var,var,var,,
7250,5234706,1099,AZN,"['Bakı Slavyan Universiteti', 'Bakı Musiqi Akademiyası', 'Azərbaycan Dövlət Neft və Sənaye Universiteti', '28 May m.', 'Azərbaycan Dillər Universiteti', 'Milli Konservatoriya', 'Nəsimi r.']",Yeni tikili,13 / 20,92 m²,2.0,,,var,,
7251,5236592,6000,AZN,"['Abşeron r.', 'Fatmayı q.']",Torpaq,,752 sot,,var,,,,
7252,5066317,61500,AZN,"['Abşeron r.', 'Masazır q.']",Yeni tikili,5 / 6,44 m²,2.0,var,,var,,
7253,4951717,1700,AZN,"['Qış parkı', 'Bakı Musiqi Akademiyası', 'Milli Konservatoriya', 'Sirk', '28 May m.', 'Nizami m.', 'Sahil m.', 'Nəsimi r.']",Yeni tikili,6 / 14,150 m²,3.0,,,var,,
7254,5236462,38000,AZN,"['Binəqədi r.', 'Binəqədi q.']",Həyət evi/Bağ evi,,60 m²,2.0,yoxdur,,var,0.8 sot,
7255,5234226,870000,AZN,[],Obyekt,,1800 m²,,var,,var,,
7256,5224699,550,AZN,"['Azadlıq Prospekti m.', 'Binəqədi r.']",Köhnə tikili,5 / 9,65 m²,2.0,,,var,,
7257,5209062,158000,AZN,"['İnşaatçılar m.', 'Yasamal r.', 'Yeni Yasamal q.']",Yeni tikili,14 / 18,65 m²,2.0,var,var,var,,
7258,5128589,2100,AZN,"['Xətai r.', 'Ağ şəhər q.', 'Ağ şəhər']",Yeni tikili,7 / 7,128 m²,3.0,,,var,,
7259,5071306,112000,AZN,"['Abşeron r.', 'Masazır q.']",Yeni tikili,3 / 11,86 m²,4.0,var,,var,,
7260,5237962,1500,AZN,"['İncəsənət və Mədəniyyət Un.', 'Mərkəzi Park', 'Elmlər Akademiyası m.', 'Nizami m.', 'Yasamal r.']",Yeni tikili,9 / 16,140 m²,3.0,,,var,,
7261,4848019,122000,AZN,"['Memar Əcəmi m.', '20 Yanvar m.', 'Nəsimi r.', '3-cü mikrorayon q.']",Köhnə tikili,2 / 5,55 m²,2.0,var,var,var,,
7262,5041632,2700,AZN,"['Port Baku', 'Azadlıq meydanı', 'Crescent Bay', 'Səməd Vurğun parkı', '28 May m.', 'Səbail r.']",Obyekt,,35 m²,,,,var,,
7263,5237264,162000,AZN,"['İnşaatçılar m.', 'Yasamal r.', 'Yeni Yasamal q.']",Yeni tikili,4 / 20,115 m²,3.0,yoxdur,,yoxdur,,
7264,4874745,2500,AZN,"['ASAN Xidmət №2', 'Şah İsmayıl Xətai m.', 'Xətai r.']",Yeni tikili,18 / 22,215 m²,3.0,,,var,,
7265,5235747,110000,AZN,"['Nizami r.', '8-ci kilometr q.']",Köhnə tikili,1 / 8,55 m²,2.0,yoxdur,,var,,
7266,4470217,155000,AZN,"['Memar Əcəmi m.', 'Nəsimi r.']",Köhnə tikili,5 / 9,65 m²,3.0,var,var,var,,
7267,5043936,465000,AZN,"['Şah İsmayıl Xətai m.', 'Xətai r.', 'Ağ şəhər q.']",Yeni tikili,15 / 15,160 m²,3.0,var,var,var,,
7268,5234735,1800,AZN,"['ASAN Xidmət №3', 'Yasamal bazarı', 'Elmlər Akademiyası m.', 'Yasamal r.']",Yeni tikili,5 / 16,90 m²,3.0,,,var,,
7269,5207433,3500,AZN,"['Port Baku', 'Crescent Bay', 'Səbail r.']",Yeni tikili,1 / 31,150 m²,3.0,,,var,,
7270,5234053,88000,AZN,[],Yeni tikili,4 / 8,70 m²,2.0,yoxdur,,var,,
7271,5224250,550000,AZN,"['Abşeron r.', 'Fatmayı q.']",Həyət evi/Bağ evi,,400 m²,6.0,var,var,var,11 sot,
7272,5233866,122000,AZN,"['Memar Əcəmi m.', '20 Yanvar m.', 'Nəsimi r.']",Köhnə tikili,5 / 5,55 m²,2.0,var,,var,,
7273,5074415,260000,AZN,"['Memar Əcəmi m.', '20 Yanvar m.', 'Nəsimi r.']",Yeni tikili,1 / 12,120 m²,3.0,var,,var,,
7274,5235351,800,AZN,"['Xalqlar Dostluğu m.', 'Xətai r.', 'Əhmədli q.']",Yeni tikili,7 / 14,90 m²,2.0,,,var,,
7275,5195156,265000,AZN,"['Nəriman Nərimanov m.', 'Nərimanov r.']",Yeni tikili,3 / 16,106 m²,3.0,yoxdur,,yoxdur,,
7276,5234284,700,AZN,"['İnşaatçılar m.', 'Yasamal r.', 'Yasamal q.']",Yeni tikili,8 / 17,67 m²,2.0,,,var,,
7277,5235558,1200,AZN,"['Bakı Musiqi Akademiyası', 'Milli Konservatoriya', 'Azərbaycan Dövlət Neft və Sənaye Universiteti', '28 May m.', 'Qış parkı', 'Bakı Slavyan Universiteti', 'Azərbaycan Dillər Universiteti', 'Sahil m.', 'Nəsimi r.']",Ofis,,90 m²,3.0,,,var,,Ev / Mənzil
7278,5209297,310000,AZN,"['Həzi Aslanov m.', 'Xətai r.', 'Əhmədli q.']",Yeni tikili,10 / 11,122 m²,4.0,var,var,var,,
7279,5052407,212000,AZN,"['Qaradağ r.', 'Lökbatan q.']",Yeni tikili,14 / 14,140 m²,3.0,var,var,var,,
7280,5127253,395000,AZN,"['Grand Hayat Residence', 'Nəsimi r.']",Yeni tikili,27 / 27,148 m²,3.0,var,var,var,,
7281,5230640,490000,AZN,"['Xəzər r.', 'Mərdəkan q.']",Həyət evi/Bağ evi,,620 m²,9.0,var,var,var,12 sot,
7282,5235478,1100,AZN,"['Azərbaycan Dövlət Neft və Sənaye Universiteti', 'Bakı Musiqi Akademiyası', '28 May m.', 'Milli Konservatoriya', 'Bakı Slavyan Universiteti', 'Sahil m.', 'Nəsimi r.']",Yeni tikili,13 / 20,90 m²,2.0,,,var,,
7283,5096017,295000,AZN,"['Səbail r.', 'Badamdar q.']",Yeni tikili,18 / 18,146.6 m²,3.0,var,var,var,,
