,item_id,amount,currency,location,Kateqoriya,Mərtəbə,Sahə,Otaq sayı,Çıxarış,İpoteka,Təmir,Torpaq sahəsi,Binanın növü
1098,5236178,357000,AZN,"['Xəzər r.', 'Mərdəkan q.']",Həyət evi/Bağ evi,,185 m²,4.0,var,var,var,6 sot,
1099,5234879,1100,AZN,"['Azərbaycan Dövlət Neft və Sənaye Universiteti', '28 May m.', 'Bakı Musiqi Akademiyası', 'Bakı Slavyan Universiteti', 'Azərbaycan Dillər Universiteti', 'Milli Konservatoriya', 'Nəsimi r.']",Yeni tikili,13 / 20,90 m²,2.0,,,var,,
1100,5237921,420000,AZN,"['Təhsil Nazirliyi', 'Nərimanov r.']",Yeni tikili,8 / 8,155 m²,3.0,var,,var,,
1101,5054329,1650000,AZN,"['Səbail r.', 'Badamdar q.']",Torpaq,,16.5 sot,,var,,,,
1102,4982154,178000,AZN,['Xətai r.'],Yeni tikili,9 / 17,85 m²,2.0,var,var,var,,
1103,5133908,2250000,AZN,[],Torpaq,,77 sot,,var,,,,
1104,5197569,223000,AZN,"['Sabunçu r.', 'Bakıxanov q.']",Yeni tikili,10 / 13,76 m²,2.0,var,,var,,
1105,5237126,38000,AZN,"['Əhmədli m.', 'Xətai r.', 'Əhmədli q.']",Torpaq,,11 sot,,yoxdur,,,,
1106,5238092,80000,AZN,"['Abşeron r.', 'Məmmədli q.']",Həyət evi/Bağ evi,,110 m²,3.0,var,var,var,2.5 sot,
1107,4870741,560000,AZN,"['Şah İsmayıl Xətai m.', 'Xətai r.', 'Ağ şəhər q.']",Yeni tikili,5 / 16,181 m²,4.0,yoxdur,,var,,
1108,5140210,5400,AZN,"['Suraxanı r.', 'Hövsan q.']",Obyekt,,540 m²,,,,var,,
1109,5234928,700,AZN,"['Texniki Universiteti', 'Hüseyn Cavid parkı', 'Elmlər Akademiyası m.', 'Yasamal r.']",Yeni tikili,5 / 5,73 m²,3.0,,,var,,
1110,5100878,420000,AZN,"['Nəriman Nərimanov m.', 'Nərimanov r.']",Yeni tikili,13 / 17,160 m²,4.0,yoxdur,,var,,
1111,5234423,250000,AZN,"['İnşaatçılar m.', 'Yasamal q.', 'Yasamal r.']",Yeni tikili,13 / 17,125 m²,3.0,var,,var,,
1112,5218725,109000,AZN,"['Mərkəzi Univermaq', 'Fəvvarələr meydanı', 'M.Ə.Sabir parkı', 'Azərbaycan kinoteatrı', 'Sahil m.', 'İçəri Şəhər m.', 'Nizami m.', 'Səbail r.']",Köhnə tikili,3 / 3,51 m²,1.0,var,,var,,
1113,4935241,285000,AZN,"['Qara Qarayev m.', 'Nizami r.']",Yeni tikili,15 / 17,115 m²,3.0,var,,var,,
1114,5190982,3800,AZN,"['Xəzər r.', 'Şüvəlan q.']",Həyət evi/Bağ evi,,180 m²,5.0,,,var,20 sot,
1115,4840121,867000,AZN,"['Nəsimi bazarı', 'Koala parkı', 'Park Zorge', 'Dostluq kinoteatrı', 'Nəsimi r.']",Yeni tikili,15 / 16,255 m²,5.0,var,var,yoxdur,,
1116,4984194,820000,AZN,"['Xəzər r.', 'Mərdəkan q.']",Həyət evi/Bağ evi,,260 m²,5.0,var,var,var,9 sot,
1117,5235041,1000,AZN,"['Port Baku', 'Crescent Bay', 'Azadlıq meydanı', 'Nəsimi r.']",Ofis,,120 m²,4.0,,,var,,Ev / Mənzil
1118,5214086,260000,AZN,"['Nəriman Nərimanov m.', 'Nərimanov r.']",Yeni tikili,5 / 20,130 m²,3.0,var,var,var,,
1119,4965572,560000,AZN,"['Ağ şəhər', 'ASAN Xidmət №2', 'Xətai r.', 'Ağ şəhər q.']",Yeni tikili,4 / 8,129 m²,3.0,yoxdur,,yoxdur,,
1120,5236681,79500,AZN,[],Yeni tikili,11 / 17,52 m²,2.0,yoxdur,,var,,
1121,4375430,150,AZN,"['Sabunçu r.', 'Bilgəh q.']",Həyət evi/Bağ evi,,500 m²,6.0,,,var,24 sot,
1122,4888279,285000,AZN,"['Qara Qarayev m.', 'Nizami r.', '8-ci kilometr q.']",Yeni tikili,8 / 16,126.7 m²,4.0,yoxdur,,yoxdur,,
1123,5235480,168000,AZN,"['İnşaatçılar m.', '20 Yanvar m.', 'Yasamal r.']",Yeni tikili,16 / 19,55 m²,2.0,var,,var,,
1124,5050157,570000,AZN,"['Nəsimi bazarı', 'Koala parkı', 'Nəsimi r.']",Yeni tikili,8 / 16,155 m²,4.0,var,,var,,
1125,5215498,175000,AZN,"['Xəzər r.', 'Dübəndi q.']",Həyət evi/Bağ evi,,460 m²,11.0,var,,var,9 sot,
1126,5234417,285000,AZN,"['Xəzər r.', 'Mərdəkan q.']",Həyət evi/Bağ evi,,120 m²,4.0,var,var,var,3 sot,
1127,4897668,1200000,AZN,"['Qaradağ r.', 'Sahil q.']",Həyət evi/Bağ evi,,500 m²,12.0,var,,yoxdur,20 sot,
1128,2630467,22000000,AZN,"['Axundov bağı', 'Nərimanov heykəli', 'Sovetski', 'Dövlət İdarəçilik Akademiyası', 'Prezident parkı', 'İqtisad Universiteti', 'Filarmoniya bağı', 'İçəri Şəhər m.', 'Səbail r.']",Obyekt,,12000 m²,,var,var,var,,
1129,5236630,285000,AZN,"['Memar Əcəmi m.', 'Nəsimi r.', '4-cü mikrorayon q.']",Yeni tikili,6 / 8,115 m²,3.0,var,,var,,
1130,5166186,250000,AZN,"['Xəzər r.', 'Buzovna q.']",Həyət evi/Bağ evi,,110 m²,4.0,var,,var,6 sot,
1131,5050197,243000,AZN,"['Yasamal bazarı', 'İnşaatçılar m.', 'Yasamal r.', 'Yasamal q.']",Yeni tikili,7 / 16,98 m²,3.0,var,,var,,
1132,3872783,790000,AZN,"['Xəzər r.', 'Buzovna q.']",Həyət evi/Bağ evi,,350 m²,6.0,var,var,var,15 sot,
1133,5223740,315000,AZN,"['Ağ şəhər', 'Xətai r.', 'Ağ şəhər q.']",Yeni tikili,8 / 8,50 m²,2.0,yoxdur,,var,,
1134,5156158,395000,AZN,"['Xəzər r.', 'Mərdəkan q.']",Həyət evi/Bağ evi,,200 m²,5.0,var,,var,5 sot,
1135,5112120,13000,AZN,"['Bakı Slavyan Universiteti', 'Azərbaycan Dillər Universiteti', 'Sirk', '28 May m.', 'Nəsimi r.']",Obyekt,,530 m²,,,,var,,
1136,5236119,188000,AZN,['Xətai r.'],Köhnə tikili,4 / 9,80 m²,3.0,var,var,var,,
1137,5127082,493000,AZN,"['Ağ şəhər', 'ASAN Xidmət №2', 'Xətai r.', 'Ağ şəhər q.']",Yeni tikili,6 / 7,142 m²,3.0,yoxdur,,yoxdur,,
1138,5234943,315000,AZN,"['Nəriman Nərimanov m.', 'Nərimanov r.']",Yeni tikili,12 / 17,85 m²,3.0,yoxdur,,var,,
1139,5200724,1000,AZN,"['Nərimanov heykəli', 'Prezident parkı', 'Axundov bağı', 'Dövlət İdarəçilik Akademiyası', 'Şəlalə parkı', 'Sovetski', 'Filarmoniya bağı', 'İçəri Şəhər m.', 'İqtisad Universiteti', 'Səbail r.']",Ofis,,47 m²,2.0,,,var,,Biznes mərkəzi
1140,5236868,178000,AZN,"['Həzi Aslanov m.', 'Xətai r.', 'Əhmədli q.']",Köhnə tikili,3 / 9,80 m²,3.0,var,,var,,
1141,5171621,1300,AZN,"['Grand Hayat Residence', 'Yasamal r.']",Yeni tikili,11 / 27,106.5 m²,2.0,,,var,,
1142,5235780,87000,AZN,['Abşeron r.'],Yeni tikili,11 / 16,51 m²,1.0,var,,var,,
1143,4866957,370000,AZN,"['Şərq bazarı', 'Nərimanov r.']",Yeni tikili,10 / 11,114 m²,3.0,yoxdur,,var,,
1144,5072422,225000,AZN,"['Azadlıq Prospekti m.', 'Binəqədi r.', '8-ci mikrorayon q.']",Köhnə tikili,8 / 9,88 m²,3.0,var,var,var,,
1145,5234145,400,AZN,"['Binəqədi r.', 'Xutor q.']",Həyət evi/Bağ evi,,50 m²,2.0,,,var,1 sot,
1146,5233202,590000,AZN,"['Abşeron r.', 'Novxanı q.']",Obyekt,,800 m²,,var,var,yoxdur,,
1147,5237299,178000,AZN,"['İnşaatçılar m.', 'Yasamal r.', 'Yeni Yasamal q.']",Yeni tikili,4 / 16,80 m²,2.0,var,,var,,
1148,5236583,294000,AZN,"['Nəriman Nərimanov m.', 'Nəriman Nərimanov parkı', 'Nərimanov r.']",Yeni tikili,9 / 16,115 m²,3.0,var,var,var,,
1149,4311408,153000,AZN,"['Binəqədi r.', 'Biləcəri q.']",Həyət evi/Bağ evi,,140 m²,5.0,var,,var,1.5 sot,
1150,5234147,700,AZN,"['Gənclik m.', 'Nərimanov r.']",Ofis,,45 m²,1.0,,,var,,Biznes mərkəzi
1151,5091968,1500,AZN,"['Ağ şəhər', 'Xətai r.', 'Ağ şəhər q.']",Yeni tikili,3 / 7,110 m²,3.0,,,var,,
1152,4498043,380000,AZN,"['Tibb Universiteti', '8 Noyabr m.', 'Nəsimi r.']",Yeni tikili,13 / 19,125 m²,3.0,yoxdur,,var,,
1153,5224491,700,AZN,"['Gənclik m.', 'Respublika stadionu', 'Nərimanov r.']",Köhnə tikili,3 / 5,55 m²,2.0,,,var,,
1154,4693067,840000,AZN,"['Xəzər r.', 'Mərdəkan q.']",Həyət evi/Bağ evi,,460 m²,5.0,var,,var,25 sot,
1155,5234877,1600,AZN,['Səbail r.'],Yeni tikili,3 / 5,70 m²,3.0,,,var,,
1156,5204440,820000,AZN,"['Ağ şəhər', 'Xətai r.', 'Ağ şəhər q.']",Yeni tikili,4 / 7,127 m²,3.0,yoxdur,,var,,
1157,5195301,1200,AZN,"['ASAN Xidmət №3', 'Yasamal bazarı', 'Elmlər Akademiyası m.', 'Yasamal r.']",Yeni tikili,4 / 18,110 m²,3.0,,,var,,
1158,5147293,447000,AZN,"['Ağ şəhər', 'Xətai r.', 'Ağ şəhər q.']",Yeni tikili,4 / 8,119 m²,3.0,yoxdur,,yoxdur,,
1159,5234259,287000,AZN,"['Təhsil Nazirliyi', 'Gənclik m.', 'Nərimanov r.', 'Böyükşor q.']",Yeni tikili,11 / 15,120 m²,3.0,var,,var,,
1160,5175666,220000,AZN,"['Abşeron r.', 'Saray q.']",Həyət evi/Bağ evi,,250 m²,5.0,var,var,yoxdur,8 sot,
1161,4915054,15000,AZN,['Nizami r.'],Obyekt,,750 m²,,,,var,,
1162,4286568,50,AZN,['Xətai r.'],Yeni tikili,16 / 19,52 m²,2.0,,,var,,
1163,5151019,1122000,AZN,"['Sabunçu r.', 'Bilgəh q.']",Torpaq,,34 sot,,var,,,,
1164,5155276,224000,AZN,"['Gənclik m.', 'Respublika stadionu', 'Nəsimi r.']",Köhnə tikili,3 / 9,88 m²,3.0,var,var,var,,
1165,5209201,201000,AZN,"['İnşaatçılar m.', 'Yasamal r.', 'Yeni Yasamal q.']",Yeni tikili,5 / 18,112 m²,3.0,var,var,var,,
1166,5173712,232000,AZN,"['Yasamal bazarı', 'ASAN Xidmət №3', 'İnşaatçılar m.', 'Yasamal r.', 'Yasamal q.']",Yeni tikili,8 / 18,100 m²,3.0,var,var,var,,
1167,5127629,320000,AZN,"['Səbail r.', 'Bayıl q.']",Yeni tikili,8 / 16,116 m²,2.0,yoxdur,,var,,
1168,5236541,900,AZN,"['Beşmərtəbə', 'Nizami m.', 'Yasamal r.']",Köhnə tikili,3 / 5,50 m²,2.0,,,var,,
1169,3284521,285000,AZN,"['Sea Breeze', 'Sabunçu r.', 'Nardaran q.']",Həyət evi/Bağ evi,,53.1 m²,1.0,yoxdur,,var,1 sot,
1170,5141823,187000,AZN,"['İnşaatçılar m.', 'Yasamal r.']",Yeni tikili,12 / 17,108 m²,3.0,var,var,var,,
1171,5139120,295000,AZN,"['Xəzər r.', 'Mərdəkan q.']",Həyət evi/Bağ evi,,170 m²,4.0,var,,var,5.5 sot,
1172,5233428,134000,AZN,"['Suraxanı r.', 'Yeni Günəşli q.']",Yeni tikili,12 / 16,60 m²,2.0,var,var,var,,
1173,5229852,216000,AZN,"['Elmlər Akademiyası m.', 'Yasamal r.', 'Yasamal q.']",Yeni tikili,8 / 12,73.2 m²,2.0,yoxdur,,yoxdur,,
1174,5156193,340000,AZN,"['Xəzər r.', 'Mərdəkan q.']",Həyət evi/Bağ evi,,170 m²,4.0,var,var,var,5 sot,
1175,5234665,270000,AZN,"['Nəsimi bazarı', 'Koala parkı', 'Park Zorge', 'Nəsimi r.']",Yeni tikili,18 / 18,129 m²,3.0,yoxdur,,yoxdur,,
1176,5078692,96500,AZN,[],Yeni tikili,4 / 10,70 m²,2.0,var,,var,,
1177,4623068,200,AZN,"['Abşeron r.', 'Masazır q.']",Həyət evi/Bağ evi,,360 m²,3.0,,,var,5 sot,
1178,5157881,105000,AZN,"['20 Yanvar m.', 'Yasamal r.', 'Yasamal q.']",Yeni tikili,5 / 20,30 m²,1.0,var,var,var,,
1179,5235373,140000,AZN,['Yasamal r.'],Yeni tikili,5 / 12,65 m²,2.0,var,var,var,,
1180,5161652,500,AZN,"['Avtovağzal m.', 'Binəqədi r.', 'Biləcəri q.']",Köhnə tikili,4 / 5,60 m²,2.0,,,var,,
1181,5234220,270000,AZN,[],Həyət evi/Bağ evi,,228 m²,6.0,yoxdur,,var,2 sot,
1182,5148969,70000,AZN,"['Abşeron r.', 'Novxanı q.']",Torpaq,,7 sot,,var,,,,
1183,4884768,100000,AZN,"['Nəriman Nərimanov parkı', 'Nəriman Nərimanov m.', 'Rəssamlıq Akademiyası', 'Nərimanov r.']",Obyekt,,80 m²,,yoxdur,,var,,
1184,5061925,450000,AZN,"['Nəriman Nərimanov m.', 'Nəriman Nərimanov parkı', 'Nərimanov r.']",Yeni tikili,9 / 15,155 m²,3.0,var,,var,,
1185,4432528,380000,AZN,"['Şah İsmayıl Xətai m.', 'Xətai r.']",Yeni tikili,6 / 14,143 m²,3.0,yoxdur,,var,,
1186,5234639,1500,AZN,"['Neftçi bazası', 'ASAN Xidmət №1', 'Nərimanov r.']",Yeni tikili,7 / 16,110 m²,3.0,,,var,,
1187,5236507,770,AZN,"['Şərq bazarı', 'Nərimanov r.']",Yeni tikili,14 / 18,55 m²,2.0,,,var,,
1188,5176760,122000,AZN,"['Xalqlar Dostluğu m.', 'Neftçilər m.', 'Nizami r.', '8-ci kilometr q.']",Köhnə tikili,1 / 5,55 m²,2.0,var,,var,,
1189,5174810,154000,AZN,"['Azadlıq Prospekti m.', 'Dərnəgül m.', 'Binəqədi r.', '7-ci mikrorayon q.']",Yeni tikili,15 / 17,55 m²,2.0,var,var,var,,
1190,5234402,237000,AZN,"['Xətai r.', 'Xalqlar Dostluğu m.']",Yeni tikili,7 / 15,118 m²,3.0,yoxdur,,var,,
1191,4871287,230000,AZN,"['Xəzər r.', 'Şüvəlan q.']",Torpaq,,9 sot,,var,,,,
1192,5238065,550,AZN,"['İnşaatçılar m.', 'Yasamal r.', 'Yasamal q.']",Yeni tikili,5 / 15,50 m²,2.0,,,var,,
1193,5234705,650,AZN,"['20 Yanvar m.', 'Yasamal r.', 'Yasamal q.']",Yeni tikili,2 / 20,55 m²,2.0,,,var,,
1194,5235358,1450,AZN,"['28 May m.', 'Azərbaycan Dövlət Neft və Sənaye Universiteti', 'Bakı Musiqi Akademiyası', 'Səməd Vurğun parkı', 'Milli Konservatoriya', 'Sahil m.', 'Nəsimi r.']",Ofis,,45 m²,1.0,,,var,,Biznes mərkəzi
1195,5157134,155000,AZN,"['Xalqlar Dostluğu m.', 'Əhmədli m.', 'Xətai r.']",Köhnə tikili,3 / 9,65 m²,2.0,var,,var,,
1196,5235671,550,AZN,"['Həzi Aslanov m.', 'Xətai r.', 'Həzi Aslanov q.']",Köhnə tikili,4 / 9,100 m²,3.0,,,var,,
1197,5204435,900000,AZN,"['28 May m.', 'Azərbaycan Dövlət Neft və Sənaye Universiteti', 'Nəsimi r.']",Obyekt,,90 m²,,var,,var,,
1198,5000242,1200,AZN,"['İnşaatçılar m.', 'Yasamal r.', 'Yeni Yasamal q.']",Yeni tikili,9 / 17,85 m²,2.0,,,var,,
1199,4923620,360000,AZN,"['Bakı Slavyan Universiteti', 'Azərbaycan Dillər Universiteti', '28 May m.', 'Nəsimi r.']",Yeni tikili,14 / 16,120 m²,3.0,var,var,yoxdur,,
1200,5102805,188000,AZN,"['Xəzər r.', 'Mərdəkan q.']",Həyət evi/Bağ evi,,140 m²,4.0,var,var,var,3.2 sot,
1201,3775919,136500,AZN,"['Suraxanı r.', 'Yeni Günəşli q.']",Köhnə tikili,9 / 9,105 m²,4.0,var,var,var,,
1202,5237180,245000,AZN,[],Həyət evi/Bağ evi,,160 m²,6.0,var,,yoxdur,8 sot,
1203,4709293,150,AZN,"['Xəzər r.', 'Mərdəkan q.']",Həyət evi/Bağ evi,,350 m²,5.0,,,var,8 sot,
1204,5235969,429200,AZN,"['28 May m.', 'Bakı Slavyan Universiteti', 'Nəsimi r.']",Yeni tikili,7 / 18,148 m²,4.0,var,,yoxdur,,
1205,5221135,5000,AZN,"['Xəzər r.', 'Buzovna q.']",Həyət evi/Bağ evi,,300 m²,13.0,,,var,35 sot,
1206,5229415,490000,AZN,['Xətai r.'],Həyət evi/Bağ evi,,300 m²,7.0,var,,yoxdur,4.5 sot,
1207,5230616,460000,AZN,"['DİM', 'Neftçi bazası', 'Gənclik m.', 'Nərimanov r.']",Yeni tikili,18 / 20,190 m²,4.0,var,var,var,,
1208,4992677,224000,AZN,"['Nəsimi bazarı', 'Tibb Universiteti', 'Park Zorge', 'ASAN Xidmət №1', 'Nəsimi r.']",Yeni tikili,7 / 17,66 m²,2.0,var,var,var,,
1209,5206804,150000,AZN,"['Gənclik m.', 'Respublika stadionu', 'Nərimanov r.']",Yeni tikili,9 / 10,55 m²,2.0,yoxdur,,var,,
1210,5235543,1900,AZN,"['ASAN Xidmət №1', 'Neftçi bazası', 'DİM', 'Nəsimi r.']",Obyekt,,85 m²,,,,var,,
1211,5075206,300000,AZN,"['Nəsimi bazarı', 'Nəsimi r.']",Yeni tikili,5 / 18,92 m²,2.0,var,,var,,
1212,5133698,200000,AZN,"['Tibb Universiteti', 'ASAN Xidmət №1', 'Nəsimi r.']",Yeni tikili,8 / 12,80 m²,2.0,var,,var,,
1213,4606443,390000,AZN,"['Xəzər r.', 'Mərdəkan q.']",Həyət evi/Bağ evi,,250 m²,5.0,var,,var,5 sot,
1214,5234281,180000,AZN,[],Yeni tikili,13 / 13,69 m²,3.0,var,var,var,,
1215,5068583,310000,AZN,"['Azadlıq Prospekti m.', 'Binəqədi r.']",Yeni tikili,3 / 12,150 m²,3.0,var,var,var,,
1216,5098472,145000,AZN,['Suraxanı r.'],Yeni tikili,10 / 14,85 m²,3.0,var,var,var,,
1217,5045290,365000,AZN,"['Memar Əcəmi m.', 'Nəsimi r.', '3-cü mikrorayon q.']",Yeni tikili,4 / 12,143 m²,4.0,yoxdur,,var,,
1218,4935422,260000,AZN,"['İnşaatçılar m.', 'Yasamal r.', 'Yasamal q.']",Yeni tikili,11 / 16,85 m²,2.0,var,,var,,
1219,5236418,6500,AZN,"['Xəzər r.', 'Dübəndi q.']",Torpaq,,18 sot,,var,,,,
1220,5236134,184500,AZN,"['Dövlət Statistika Komitəsi', 'İncəsənət və Mədəniyyət Un.', 'İzmir parkı', 'Mərkəzi Park', 'Nizami m.', 'Yasamal r.']",Yeni tikili,11 / 12,60 m²,2.0,yoxdur,,var,,
1221,5203302,299000,AZN,"['Həzi Aslanov m.', 'Xətai r.']",Yeni tikili,4 / 18,146 m²,4.0,var,,var,,
1222,5129007,775000,AZN,"['Bakı Slavyan Universiteti', 'Azərbaycan Dillər Universiteti', '28 May m.', 'Nəsimi r.']",Yeni tikili,10 / 17,266 m²,5.0,var,,var,,
1223,5234320,500,AZN,"['İnşaatçılar m.', 'Yasamal r.', 'Yasamal q.']",Köhnə tikili,2 / 5,50 m²,2.0,,,var,,
1224,5182766,215000,AZN,"['Xəzər r.', 'Şüvəlan q.']",Həyət evi/Bağ evi,,160 m²,4.0,var,var,var,3.5 sot,
1225,5222880,150,AZN,"['Xəzər r.', 'Mərdəkan q.']",Həyət evi/Bağ evi,,210 m²,4.0,,,var,8 sot,
1226,4813311,3500000,AZN,"['Səbail r.', 'Badamdar q.']",Torpaq,,22 sot,,var,var,,,
1227,5236986,75000,AZN,"['Suraxanı r.', 'Zığ q.']",Həyət evi/Bağ evi,,55 m²,3.0,var,,var,2.5 sot,
1228,5237539,550,AZN,"['Neftçilər m.', 'Qara Qarayev m.', 'Nizami r.', '8-ci kilometr q.']",Yeni tikili,13 / 14,57 m²,2.0,,,var,,
1229,5235038,600,AZN,"['Tibb Universiteti', 'Nəsimi r.']",Yeni tikili,18 / 18,56 m²,1.0,,,var,,
1230,5153572,170000,AZN,"['Sabunçu r.', 'Maştağa q.']",Həyət evi/Bağ evi,,150 m²,4.0,var,var,var,8.5 sot,
1231,4853280,319900,AZN,"['Sabunçu r.', 'Sabunçu q.']",Yeni tikili,11 / 18,133 m²,3.0,var,var,var,,
1232,4904602,228900,AZN,"['Nəsimi bazarı', 'Koala parkı', 'Park Zorge', 'Dostluq kinoteatrı', 'Nəsimi r.']",Yeni tikili,16 / 16,54.5 m²,1.0,var,var,var,,
1233,5059478,219000,AZN,"['Bakı Slavyan Universiteti', 'Azərbaycan Dillər Universiteti', '28 May m.', 'Azərbaycan Dövlət Neft və Sənaye Universiteti', 'Nəsimi r.']",Yeni tikili,13 / 17,51 m²,2.0,var,,var,,
1234,4135137,632700,AZN,"['Xətai r.', 'Ağ şəhər q.', 'Ağ şəhər']",Yeni tikili,8 / 8,171 m²,4.0,yoxdur,,yoxdur,,
1235,4289665,375000,AZN,"['Xəzər r.', 'Mərdəkan q.']",Həyət evi/Bağ evi,,185 m²,4.0,var,var,var,5.5 sot,
1236,5235643,2000,AZN,"['Neapol dairəsi', 'Əhmədli m.', 'Xətai r.']",Obyekt,,170 m²,,,,var,,
1237,5171389,265000,AZN,"['Xəzər r.', 'Mərdəkan q.']",Həyət evi/Bağ evi,,150 m²,4.0,var,var,var,5.5 sot,
1238,5233198,239000,AZN,"['Səbail r.', 'Badamdar q.']",Yeni tikili,9 / 15,127 m²,3.0,var,var,var,,
1239,5236193,158000,AZN,"['Neftçilər m.', 'Nizami r.']",Yeni tikili,2 / 15,55 m²,2.0,yoxdur,,var,,
1240,5205573,144000,AZN,"['Neftçilər m.', 'Xalqlar Dostluğu m.', 'Nizami r.']",Köhnə tikili,1 / 5,56 m²,3.0,var,,var,,
1241,4770965,5000,AZN,"['Xəzər r.', 'Mərdəkan q.']",Həyət evi/Bağ evi,,400 m²,5.0,,,var,12 sot,
1242,5236572,120000,AZN,"['Əhmədli m.', 'Xətai r.', 'Əhmədli q.']",Köhnə tikili,1 / 5,60 m²,2.0,var,,var,,
1243,5217167,2200,AZN,"['Grand Hayat Residence', '8 Noyabr m.', 'Nəsimi r.']",Yeni tikili,24 / 28,180 m²,4.0,,,var,,
1244,4801621,1000,AZN,"['Tibb Universiteti', 'ASAN Xidmət №1', 'Nəsimi r.']",Yeni tikili,8 / 17,80 m²,3.0,,,var,,
1245,5210486,117000,AZN,"['Şərq bazarı', 'Zoopark', 'Nərimanov r.']",Köhnə tikili,4 / 5,45 m²,1.0,var,var,var,,
1246,5136045,198000,AZN,"['Şah İsmayıl Xətai m.', 'Xətai r.']",Köhnə tikili,2 / 7,67 m²,2.0,var,var,var,,
1247,5234227,344999,AZN,"['Qara Qarayev m.', 'Nizami r.']",Yeni tikili,8 / 17,145 m²,3.0,var,,var,,
1248,5206299,12000,AZN,"['Şah İsmayıl Xətai m.', 'Xətai r.']",Obyekt,,250 m²,,,,var,,
1249,5234458,500,AZN,"['İnşaatçılar m.', 'Yasamal r.']",Köhnə tikili,4 / 5,35 m²,1.0,,,var,,
1250,5095900,70000,AZN,[],Torpaq,,105 sot,,var,,,,
1251,5207750,400000,AZN,"['Zərifə Əliyeva adına park', 'Memar Əcəmi m.', 'Binəqədi r.', '9-cu mikrorayon q.']",Obyekt,,190 m²,,var,,yoxdur,,
1252,5231926,5500,AZN,"['Sabunçu r.', 'Sabunçu q.']",Obyekt,,600 m²,,,,var,,
1253,4111539,6500,AZN,"['Xəzər r.', 'Mərdəkan q.']",Həyət evi/Bağ evi,,360 m²,5.0,,,var,10 sot,
1254,5235468,2000,AZN,"['ASAN Xidmət №3', 'Yasamal bazarı', 'Elmlər Akademiyası m.', 'Yasamal r.']",Yeni tikili,6 / 16,100 m²,2.0,,,var,,
1255,5142451,2000,AZN,"['Şah İsmayıl Xətai m.', 'Xətai r.']",Yeni tikili,12 / 20,160.1 m²,3.0,,,var,,
1256,5065692,270000,AZN,"['Xəzər r.', 'Mərdəkan q.']",Həyət evi/Bağ evi,,170 m²,4.0,var,,var,3.5 sot,
1257,5229839,220000,AZN,"['Neapol dairəsi', 'Xətai r.', 'Əhmədli q.']",Yeni tikili,8 / 11,108 m²,3.0,var,var,var,,
1258,5178567,5500,AZN,"['Port Baku', 'Crescent Bay', 'Səməd Vurğun parkı', 'Azadlıq meydanı', '28 May m.', 'Nəsimi r.']",Ofis,,265 m²,4.0,,,var,,Biznes mərkəzi
1259,5163883,6000,AZN,"['Abşeron r.', 'Görədil q.']",Həyət evi/Bağ evi,,200 m²,5.0,,,var,15 sot,
1260,5180777,299000,AZN,"['ASAN Xidmət №1', 'Neftçi bazası', '8 Noyabr m.', 'Nəsimi r.']",Yeni tikili,8 / 16,115 m²,3.0,var,var,var,,
1261,5235132,150,AZN,"['Abşeron r.', 'Novxanı q.']",Həyət evi/Bağ evi,,150 m²,4.0,,,var,8 sot,
1262,5196971,474000,AZN,"['Azərbaycan turizm institutu', 'Təhsil Nazirliyi', 'Gənclik m.', 'Nərimanov r.']",Yeni tikili,11 / 17,153 m²,3.0,yoxdur,,var,,
1263,4526110,135000,AZN,"['Sabunçu r.', 'Albalılıq q.']",Torpaq,,26 sot,,var,,,,
1264,4964706,310000,AZN,"['Şərq bazarı', 'Nərimanov r.']",Yeni tikili,7 / 14,111 m²,3.0,yoxdur,,var,,
1265,5220712,285000,AZN,"['Memar Əcəmi m.', 'Nəsimi r.', '2-ci mikrorayon q.']",Yeni tikili,12 / 18,116 m²,3.0,var,var,var,,
1266,5227287,145000,AZN,"['Nərimanov heykəli', 'Sovetski', 'Space TV', 'Texniki Universiteti', 'Elmlər Akademiyası m.', 'İçəri Şəhər m.', 'Yasamal q.', 'Yasamal r.']",Köhnə tikili,1 / 5,50 m²,2.0,var,,var,,
1267,5218969,275000,AZN,"['Qara Qarayev m.', 'Nizami r.', '8-ci kilometr q.']",Yeni tikili,4 / 14,91 m²,3.0,yoxdur,,var,,
1268,5145376,4000,AZN,"['Xəzər r.', 'Mərdəkan q.']",Həyət evi/Bağ evi,,250 m²,4.0,,,var,6 sot,
1269,5088931,235000,AZN,['Binəqədi r.'],Yeni tikili,8 / 16,80 m²,3.0,var,,var,,
1270,4851719,245000,AZN,"['Yasamal r.', 'Yasamal q.']",Yeni tikili,17 / 23,147 m²,4.0,yoxdur,,var,,
1271,4423160,4200,AZN,"['Sea Breeze', 'Sabunçu r.', 'Nardaran q.']",Yeni tikili,4 / 5,60 m²,2.0,,,var,,
1272,5235728,450,AZN,"['Zərifə Əliyeva adına park', 'Nəsimi m.', 'Binəqədi r.', '6-cı mikrorayon q.']",Köhnə tikili,4 / 5,65 m²,2.0,,,var,,
1273,5193168,124900,AZN,['Xətai r.'],Köhnə tikili,2 / 9,65 m²,3.0,var,var,var,,
1274,5230110,183000,AZN,"['Bakı Dövlət Universiteti', 'ASAN Xidmət №3', 'Elmlər Akademiyası m.', 'Yasamal r.', 'Yasamal q.']",Yeni tikili,9 / 16,65 m²,2.0,var,,var,,
