Unnamed: 0,Item_id,Amount,Currency,Location,Category,Area,Number_of_rooms,Frontage,Mortgage,Condition,Land_area,Current_floor,Total_floors
213,5142672,369000,AZN,"['Gənclik m.', 'Nərimanov r.']",Yeni tikili,180 m²,4.0,0,0,0,0,7.0,12.0
214,5008876,325000,AZN,"['20 Yanvar m.', 'Memar Əcəmi m.', 'Nəsimi r.', '1-ci mikrorayon q.']",Yeni tikili,123 m²,3.0,0,0,1,0,4.0,8.0
218,5126548,255000,AZN,"['Yasamal r.', 'Yeni Yasamal q.']",Yeni tikili,135 m²,4.0,1,1,1,0,6.0,18.0
219,5193468,450,AZN,[],Yeni tikili,40 m²,2.0,0,0,1,0,14.0,16.0
221,4862648,148000,AZN,"['Həzi Aslanov m.', 'Xətai r.']",Yeni tikili,52 m²,2.0,1,0,1,0,3.0,15.0
223,2904915,50,AZN,"['Qara Qarayev m.', 'Nizami r.', '8-ci kilometr q.']",Yeni tikili,70 m²,2.0,0,0,0,0,7.0,17.0
228,5082714,320000,AZN,"['Azərbaycan turizm institutu', 'Təhsil Nazirliyi', 'Gənclik m.', 'Nərimanov r.']",Yeni tikili,160 m²,3.0,1,1,1,0,6.0,15.0
230,5141448,250560,AZN,"['Mərkəzi Park', 'Dövlət Statistika Komitəsi', 'İncəsənət və Mədəniyyət Un.', 'Nizami m.', 'Yasamal r.', 'Yasamal q.']",Yeni tikili,72 m²,1.0,0,0,0,0,16.0,16.0
232,5189390,426000,AZN,"['Bakı Slavyan Universiteti', '28 May m.', 'Azərbaycan Dillər Universiteti', 'Azərbaycan Dövlət Neft və Sənaye Universiteti', 'Nəsimi r.']",Yeni tikili,164 m²,3.0,1,1,0,0,7.0,16.0
233,5194271,188000,AZN,"['Ukrayna dairəsi', 'Əhmədli m.', 'Həzi Aslanov m.', 'Xətai r.', 'Əhmədli q.']",Yeni tikili,65 m²,2.0,1,0,1,0,15.0,16.0
235,5182513,568400,AZN,"['28 May m.', 'Azərbaycan Dövlət Neft və Sənaye Universiteti', 'Bakı Musiqi Akademiyası', 'Nəsimi r.']",Yeni tikili,195 m²,4.0,1,1,0,0,5.0,16.0
237,5178690,950,AZN,"['Nəriman Nərimanov parkı', 'Nəriman Nərimanov m.', 'Rəssamlıq Akademiyası', 'Nərimanov r.']",Yeni tikili,56 m²,2.0,0,0,1,0,6.0,17.0
238,5061779,167000,AZN,"['Həzi Aslanov m.', 'Xətai r.']",Yeni tikili,61 m²,2.0,1,0,1,0,4.0,16.0
239,5193578,450,AZN,[],Yeni tikili,65 m²,2.0,0,0,1,0,7.0,10.0
240,4839497,80,AZN,"['Qış parkı', '28 May m.', 'Nəsimi r.']",Yeni tikili,180 m²,4.0,0,0,1,0,10.0,19.0
241,5060081,60,AZN,"['Qış parkı', 'Sirk', 'Nizami m.', '28 May m.', 'Nəsimi r.']",Yeni tikili,100 m²,2.0,0,0,1,0,13.0,15.0
245,4601214,850,AZN,"['8 Noyabr m.', 'Nəsimi r.']",Yeni tikili,65 m²,2.0,0,0,1,0,23.0,28.0
246,4267916,624510,AZN,"['Montin bazarı', 'Nərimanov r.']",Yeni tikili,231.3 m²,4.0,1,1,0,0,4.0,17.0
248,5115328,353000,AZN,['Nərimanov r.'],Yeni tikili,190 m²,4.0,1,1,1,0,13.0,17.0
249,5116131,195000,AZN,"['Dövlət Statistika Komitəsi', 'İncəsənət və Mədəniyyət Un.', 'Mərkəzi Park', 'Nizami m.', 'Elmlər Akademiyası m.', 'Yasamal r.', 'Yasamal q.']",Yeni tikili,74 m²,3.0,1,0,1,0,1.0,5.0
252,4494995,285000,AZN,['Nizami r.'],Yeni tikili,126 m²,3.0,1,0,1,0,4.0,11.0
257,5169603,255000,AZN,"['Qara Qarayev m.', 'Neftçilər m.', 'Nizami r.', '8-ci kilometr q.']",Yeni tikili,96 m²,3.0,1,1,1,0,7.0,14.0
261,4948384,50,AZN,"['Təhsil Nazirliyi', 'Nərimanov r.']",Yeni tikili,65 m²,2.0,0,0,1,0,13.0,14.0
262,4671236,1000,AZN,"['İncəsənət və Mədəniyyət Un.', 'Elmlər Akademiyası m.', 'Yasamal r.']",Yeni tikili,65 m²,2.0,0,0,1,0,8.0,16.0
263,5043759,2700,AZN,"['Xətai r.', 'Ağ şəhər q.']",Yeni tikili,140 m²,3.0,0,0,1,0,7.0,7.0
266,5187768,76000,AZN,[],Yeni tikili,55 m²,3.0,0,0,1,0,3.0,4.0
267,5017968,850,AZN,"['Memar Əcəmi m.', '20 Yanvar m.', 'Nəsimi r.', '5-ci mikrorayon q.']",Yeni tikili,93 m²,3.0,0,0,1,0,2.0,16.0
271,5152473,830000,AZN,"['Elmlər Akademiyası m.', 'Yasamal r.']",Yeni tikili,168 m²,4.0,1,1,1,0,17.0,17.0
272,4558265,343000,AZN,"['Şah İsmayıl Xətai m.', 'Xətai r.']",Yeni tikili,156 m²,3.0,1,1,0,0,13.0,24.0
273,5115004,167000,AZN,"['Əhmədli m.', 'Xətai r.', 'Əhmədli q.']",Yeni tikili,72 m²,2.0,1,0,1,0,15.0,17.0
274,5194301,149000,AZN,[],Yeni tikili,105 m²,3.0,1,1,1,0,3.0,12.0
275,5147462,3800,AZN,"['Port Baku', 'Crescent Bay', 'Cavanşir körpüsü', 'Səbail r.']",Yeni tikili,180 m²,3.0,0,0,1,0,7.0,33.0
277,4797897,72000,AZN,"['Abşeron r.', 'Masazır q.']",Yeni tikili,57 m²,2.0,0,0,1,0,5.0,6.0
