,Item_id,Amount,Currency,Location,Category,Area,Number_of_rooms,Frontage,Mortgage,Condition,Land_area,Current_floor,Total_floors
533,4562024,340000,AZN,"['Nəriman Nərimanov m.', 'Nərimanov r.']",Yeni tikili,86 m²,3.0,1,1,1,0,7.0,16.0
534,5183170,114000,AZN,[],Yeni tikili,61 m²,2.0,1,0,1,0,10.0,19.0
535,5038592,130000,AZN,"['Abşeron r.', 'Masazır q.']",Həyət evi/Bağ evi,200 m²,5.0,1,1,1,2 sot,0.0,0.0
536,4995918,350000,AZN,"['Xəzər r.', 'Mərdəkan q.']",Həyət evi/Bağ evi,180 m²,4.0,1,0,1,5 sot,0.0,0.0
537,4248282,165000,AZN,[],Həyət evi/Bağ evi,166 m²,6.0,1,1,1,1.8 sot,0.0,0.0
538,4763991,305000,AZN,"['Həzi Aslanov m.', 'Xətai r.']",Yeni tikili,150 m²,4.0,1,0,1,0,12.0,16.0
539,5146373,163000,AZN,"['Şərq bazarı', 'Nərimanov r.']",Yeni tikili,60 m²,2.0,0,0,1,0,5.0,15.0
540,4777830,470000,AZN,"['Səməd Vurğun parkı', '28 May m.', 'Nəsimi r.']",Yeni tikili,178 m²,4.0,1,0,1,0,15.0,16.0
541,5193765,975000,AZN,"['Abşeron r.', 'Masazır q.']",Torpaq,0,0.0,1,0,0,65 sot,0.0,0.0
542,5166369,398000,AZN,"['Nəriman Nərimanov parkı', 'Nəriman Nərimanov m.', 'Nərimanov r.']",Yeni tikili,103 m²,3.0,0,0,1,0,3.0,16.0
543,5176947,205000,AZN,"['Yasamal r.', '20 Yanvar m.']",Yeni tikili,143 m²,3.0,0,0,1,0,20.0,22.0
544,5068926,214000,AZN,"['Azərbaycan turizm institutu', 'Gənclik m.', 'Nərimanov r.']",Yeni tikili,62 m²,2.0,1,1,1,0,2.0,17.0
545,4439374,320000,AZN,"['Xəzər r.', 'Mərdəkan q.']",Torpaq,0,0.0,1,0,0,18 sot,0.0,0.0
546,5108987,440000,AZN,"['Nərimanov heykəli', 'Sovetski', 'Axundov bağı', 'Dövlət İdarəçilik Akademiyası', 'Prezident parkı', 'İçəri Şəhər m.', 'Yasamal r.']",Yeni tikili,100 m²,3.0,1,1,1,0,11.0,17.0
547,5193864,600,AZN,"['Nəsimi m.', 'Binəqədi r.', '9-cu mikrorayon q.']",Köhnə tikili,65 m²,3.0,0,0,1,0,1.0,9.0
548,5035879,250000,AZN,"['Xəzər r.', 'Mərdəkan q.']",Həyət evi/Bağ evi,160 m²,4.0,1,1,1,4 sot,0.0,0.0
549,5042608,1000,AZN,"['Şərq bazarı', 'Nərimanov r.']",Yeni tikili,70 m²,2.0,0,0,1,0,14.0,15.0
550,5190109,133000,AZN,"['Azadlıq Prospekti m.', 'Binəqədi r.', '7-ci mikrorayon q.']",Köhnə tikili,60 m²,2.0,1,0,1,0,2.0,5.0
551,5190094,210000,AZN,"['Azərbaycan turizm institutu', 'Gənclik m.', 'Nəriman Nərimanov m.', 'Nərimanov r.']",Yeni tikili,52 m²,2.0,0,0,1,0,9.0,18.0
552,5076649,140000,AZN,"['Xəzər r.', 'Şüvəlan q.']",Torpaq,0,0.0,1,1,0,5.5 sot,0.0,0.0
553,5005249,2500,AZN,"['Xalça Muzeyi', 'Sahil m.', 'Fəvvarələr meydanı', 'Azərbaycan kinoteatrı', 'İçəri Şəhər m.', 'Səbail r.']",Köhnə tikili,130 m²,4.0,0,0,1,0,1.0,2.0
554,5193997,219000,AZN,"['Ukrayna dairəsi', 'Əhmədli m.', 'Həzi Aslanov m.', 'Xətai r.']",Yeni tikili,105 m²,3.0,1,0,1,0,10.0,16.0
555,4890199,8400000,AZN,"['Abşeron r.', 'Qobu q.']",Torpaq,0,0.0,1,0,0,700 sot,0.0,0.0
556,5192862,190000,AZN,"['Xalqlar Dostluğu m.', 'Nizami r.', '8-ci kilometr q.']",Köhnə tikili,120 m²,5.0,1,1,1,0,6.0,9.0
557,5192133,150000,AZN,"['Abşeron r.', 'Novxanı q.']",Həyət evi/Bağ evi,148 m²,7.0,1,1,1,6 sot,0.0,0.0
558,4992216,100000,AZN,[],Yeni tikili,88 m²,4.0,1,1,0,0,5.0,5.0
559,5153563,39,AZN,"['Yasamal r.', 'Yeni Yasamal q.']",Yeni tikili,65 m²,3.0,0,0,1,0,2.0,15.0
560,5105008,205000,AZN,['Xətai r.'],Yeni tikili,81 m²,2.0,1,1,1,0,5.0,19.0
561,5193538,140000,AZN,"['Suraxanı r.', 'Yeni Günəşli q.']",Köhnə tikili,80 m²,3.0,1,0,1,0,3.0,9.0
562,5141334,136400,AZN,"['Həzi Aslanov m.', 'Xətai r.']",Yeni tikili,88 m²,2.0,0,0,1,0,10.0,16.0
563,5121556,360000,AZN,"['Elmlər Akademiyası m.', 'Yasamal r.']",Yeni tikili,155 m²,3.0,1,1,1,0,14.0,18.0
564,5051520,350000,AZN,"['Hüseyn Cavid parkı', 'Elmlər Akademiyası m.', 'Texniki Universiteti', 'Yasamal r.']",Yeni tikili,165 m²,4.0,1,1,1,0,9.0,12.0
565,5041285,750,AZN,"['Nəriman Nərimanov m.', 'Nərimanov r.']",Yeni tikili,140 m²,3.0,0,0,1,0,9.0,19.0
566,4126392,750000,AZN,"['Təhsil Nazirliyi', 'Nərimanov r.']",Yeni tikili,216 m²,5.0,0,0,1,0,15.0,19.0
567,4987547,220000,AZN,"['Xəzər r.', 'Mərdəkan q.']",Həyət evi/Bağ evi,150 m²,4.0,1,0,1,4 sot,0.0,0.0
568,5183987,83000,AZN,"['Sabunçu r.', 'Ramana q.']",Həyət evi/Bağ evi,220 m²,7.0,1,0,0,2 sot,0.0,0.0
569,5171015,185000,AZN,[],Yeni tikili,104 m²,3.0,0,0,1,0,3.0,15.0
570,5194206,95000,AZN,"['Abşeron r.', 'Masazır q.']",Həyət evi/Bağ evi,90.2 m²,3.0,1,1,1,3 sot,0.0,0.0
571,5174061,550,AZN,"['İnşaatçılar m.', 'Yasamal r.', 'Yeni Yasamal q.']",Yeni tikili,55 m²,2.0,0,0,1,0,2.0,11.0
572,5029400,147000,AZN,"['Suraxanı r.', 'Qaraçuxur q.']",Köhnə tikili,120 m²,5.0,1,0,1,0,9.0,9.0
573,5193779,248000,AZN,"['Əhmədli m.', 'Xətai r.', 'Əhmədli q.']",Yeni tikili,110 m²,3.0,1,0,1,0,10.0,12.0
574,5156782,218000,AZN,"['Neftçilər m.', 'Nizami r.', '8-ci kilometr q.']",Yeni tikili,90 m²,3.0,0,0,1,0,5.0,16.0
575,5159803,610000,AZN,"['Cavanşir körpüsü', 'Şah İsmayıl Xətai m.', 'Nəsimi r.']",Yeni tikili,240 m²,4.0,1,0,1,0,10.0,19.0
576,5167123,14000,AZN,"['Abşeron r.', 'Novxanı q.']",Torpaq,0,0.0,1,1,0,2 sot,0.0,0.0
577,5160637,210000,AZN,"['Xətai r.', 'Ağ şəhər q.']",Köhnə tikili,75 m²,3.0,1,1,1,0,4.0,5.0
578,5193678,138500,AZN,"['Xətai r.', 'Həzi Aslanov q.']",Yeni tikili,60 m²,2.0,1,0,1,0,13.0,23.0
579,5109135,560000,AZN,"['Koala parkı', 'Dostluq kinoteatrı', 'Nəsimi bazarı', 'Park Zorge', 'Nəsimi r.']",Yeni tikili,230 m²,4.0,1,1,1,0,18.0,20.0
580,5193081,67300,AZN,"['Abşeron r.', 'Masazır q.']",Həyət evi/Bağ evi,120 m²,3.0,1,1,1,3 sot,0.0,0.0
581,5194157,525,AZN,"['İnşaatçılar m.', 'Yasamal r.', 'Yeni Yasamal q.']",Yeni tikili,70 m²,3.0,0,0,1,0,10.0,13.0
582,5168345,275000,AZN,"['Qara Qarayev m.', 'Nizami r.', '8-ci kilometr q.']",Yeni tikili,92 m²,3.0,0,0,1,0,4.0,14.0
583,5086721,295000,AZN,"['Bakı Slavyan Universiteti', 'Azərbaycan Dillər Universiteti', '28 May m.', 'Nəsimi r.']",Yeni tikili,75 m²,3.0,1,1,1,0,10.0,16.0
584,5083781,180000,AZN,"['Neftçilər m.', 'Nizami r.', '8-ci kilometr q.']",Yeni tikili,85 m²,2.0,1,1,1,0,11.0,14.0
585,5193434,300000,AZN,"['Nəriman Nərimanov m.', 'Nəriman Nərimanov parkı', 'Nərimanov r.']",Yeni tikili,87 m²,2.0,1,0,1,0,10.0,17.0
